@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,fiction}
@DATA
"The Silence of the Lambs  (Hannibal Lecter, #2)",fiction
"David Copperfield (Paperback)",fiction
"The Awakening (Paperback)",fiction
"The Color of Magic (Discworld, #1; Rincewind, #1)",fiction
"Wolf Hall (Thomas Cromwell, #1)",fiction
"Lincoln in the Bardo (Hardcover)",fiction
"The Reader (Hardcover)",fiction
"City of Bones (The Mortal Instruments, #1)",fiction
"The Wonderful Wizard of Oz (Oz, #1)",fiction
"Speak (Hardcover)",fiction
"A Study in Scarlet (Sherlock Holmes, #1)",fiction
"The Clan of the Cave Bear (Earth's Children, #1)",fiction
"In the Woods (Dublin Murder Squad, #1)",fiction
"Olive Kitteridge (Olive Kitteridge, #1)",fiction
"Misery (Paperback)",fiction
"Circe (Hardcover)",fiction
"Middlemarch (Paperback)",fiction
"Lamb: The Gospel According to Biff, Christ's Childhood Pal (Paperback)",fiction
"The Eyre Affair (Thursday Next, #1)",fiction
"Orphan Train (Paperback)",fiction
"The War of the Worlds (Paperback)",fiction
"The Silver Chair (Chronicles of Narnia, #4)",fiction
"The White Tiger (Hardcover)",fiction
"The Host (The Host, #1)",fiction
"The Tales of Beedle the Bard (Hardcover)",fiction
"The Absolutely True Diary of a Part-Time Indian (Hardcover)",fiction
"The No. 1 Ladies' Detective Agency (Paperback)",fiction
"A Discovery of Witches (All Souls Trilogy, #1)",fiction
"We Have Always Lived in the Castle (Paperback)",fiction
"Uncle Tom's Cabin (Paperback)",fiction
"The Bean Trees (Greer Family, #1)",fiction
"The Hunt for Red October (Jack Ryan Universe, #4)",fiction
"The Firm (Paperback)",fiction
"Stranger in a Strange Land (Paperback)",fiction
"One Day (Hardcover)",fiction
"The History of Love (Paperback)",fiction
"What Alice Forgot (Paperback)",fiction
"The Last Battle (Chronicles of Narnia, #7)",fiction
"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",fiction
"Fear and Loathing in Las Vegas (Paperback)",fiction
"Snow Falling on Cedars (Paperback)",fiction
"Where the Red Fern Grows (Mass Market Paperback)",fiction
"The Importance of Being Earnest (Paperback)",fiction
"The Hours (Paperback)",fiction
"The Bourne Identity (Jason Bourne, #1)",fiction
"Beartown (Beartown, #1)",fiction
"Exit West (Hardcover)",fiction
"The Language of Flowers (Hardcover)",fiction
"The Shipping News (Paperback)",fiction
"The Cider House Rules (Hardcover)",fiction
"The Age of Innocence (Paperback)",fiction
"The Idiot (Paperback)",fiction
"Dark Matter (Hardcover)",fiction
"The Green Mile (Paperback)",fiction
"The Forgotten Garden (Paperback)",fiction
"Bridge to Terabithia (Kindle Edition)",fiction
"White Noise (Paperback)",fiction
"A Tale for the Time Being (Hardcover)",fiction
"Pet Sematary (Kindle Edition)",fiction
"The Ultimate Hitchhiker's Guide to the Galaxy (Paperback)",fiction
"Cold Mountain (Paperback)",fiction
"The Marriage Plot (Hardcover)",fiction
"The Boy in the Striped Pajamas (Hardcover)",fiction
"The Power (Hardcover)",fiction
"Landline (Hardcover)",fiction
"My Ántonia (Great Plains Trilogy, #3)",fiction
"Jonathan Livingston Seagull (Paperback)",fiction
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",fiction
"The Girls (Hardcover)",fiction
"Beautiful Ruins (Hardcover)",fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",fiction
"We Were Liars (Kindle Edition)",fiction
"The Snow Child (Kindle Edition)",fiction
"An American Marriage (Hardcover)",fiction
"Dead Until Dark (Sookie Stackhouse, #1)",fiction
"We Need to Talk About Kevin (Paperback)",fiction
"The Passage (The Passage, #1)",fiction
"The Crucible (Paperback)",fiction
"Anthem (Paperback)",fiction
"The Heart Is a Lonely Hunter (Paperback)",fiction
"Before I Go to Sleep (Hardcover)",fiction
"Pachinko (Paperback)",fiction
"Around the World in Eighty Days (Extraordinary Voyages, #11)",fiction
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",fiction
"The Pelican Brief (Paperback)",fiction
"Nineteen Minutes (Hardcover)",fiction
"Steppenwolf (Paperback)",fiction
"Hard-Boiled Wonderland and the End of the World (Paperback)",fiction
"Annihilation (Southern Reach, #1)",fiction
"Sing, Unburied, Sing (Hardcover)",fiction
"Colorless Tsukuru Tazaki and His Years of Pilgrimage (Kindle Edition)",fiction
"If on a Winter's Night a Traveler (Paperback)",fiction
"'Salem's Lot (Paperback)",fiction
"A Midsummer Night's Dream (Paperback)",fiction
"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",fiction
"All the Pretty Horses (The Border Trilogy, #1)",fiction
"The Left Hand of Darkness (Hainish Cycle #4)",fiction
"The Giving Tree (Hardcover)",fiction
"Cryptonomicon (Paperback)",fiction
"Norse Mythology (Paperback)",fiction
"Fates and Furies (Hardcover)",fiction
"The Great Alone (Kindle Edition)",fiction
"James and the Giant Peach (Hardcover)",fiction
"The Invention of Wings (Hardcover)",fiction
"People of the Book (Hardcover)",fiction
"Foucault's Pendulum (Paperback)",fiction
"Origin (Robert Langdon, #5)",fiction
"Confessions of a Shopaholic (Shopaholic, #1)",fiction
"Hotel on the Corner of Bitter and Sweet (Hardcover)",fiction
"The Jungle (Paperback)",fiction
"The Haunting of Hill House (Paperback)",fiction
"The Phantom Tollbooth (Paperback)",fiction
"The Martian Chronicles (Paperback)",fiction
"Alias Grace (Hardcover)",fiction
"The Client (Paperback)",fiction
"The House on Mango Street (Paperback)",fiction
"Under the Dome (Hardcover)",fiction
"I, Robot (Robot, #0.1)",fiction
"Major Pettigrew's Last Stand (Hardcover)",fiction
"A Walk to Remember (Kindle Edition)",fiction
"The Canterbury Tales (Paperback)",fiction
"The Paris Wife (Hardcover)",fiction
"One Day in the Life of Ivan Denisovich (Paperback)",fiction
"The Silkworm (Cormoran Strike, #2)",fiction
"Kindred (Paperback)",fiction
"Cannery Row (Paperback)",fiction
"Half of a Yellow Sun (Hardcover)",fiction
"A Room with a View (Paperback)",fiction
"Small Great Things (Kindle Edition)",fiction
"My Grandmother Asked Me to Tell You She's Sorry (Hardcover)",fiction
"The English Patient (Hardcover)",fiction
"Invisible Monsters (Paperback)",fiction
"A Wizard of Earthsea (Earthsea Cycle, #1)",fiction
"Red Dragon (Hannibal Lecter, #1)",fiction
"The Girl With All the Gifts (The Girl With All the Gifts, #1)",fiction
"The Vegetarian (Hardcover)",fiction
"Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder (Paperback)",fiction
"If I Stay (If I Stay, #1)",fiction
"The Yiddish Policemen's Union (Hardcover)",fiction
"Commonwealth (Hardcover)",fiction
"The Art of Fielding (Hardcover)",fiction
"Dragonfly in Amber (Outlander, #2)",fiction
"Timeline (Mass Market Paperback)",fiction
"I Capture the Castle (Hardcover)",fiction
"The Thorn Birds (Mass Market Paperback)",fiction
"The Song of Achilles (Hardcover)",fiction
"The Mists of Avalon (Avalon, #1)",fiction
"The Satanic Verses (Paperback)",fiction
"The Drawing of the Three (The Dark Tower, #2)",fiction
"Disgrace (Paperback)",fiction
"About a Boy (Mass Market Paperback)",fiction
"Beowulf (Paperback)",fiction
"Let the Great World Spin (Hardcover)",fiction
"Hatchet (Hardcover)",fiction
"Cinder (The Lunar Chronicles, #1)",fiction
"The Titan's Curse (Percy Jackson and the Olympians, #3)",fiction
"Tell the Wolves I'm Home (Hardcover)",fiction
"Turtles All the Way Down (Hardcover)",fiction
"The Dinner (Kindle Edition)",fiction
"The Andromeda Strain (Andromeda #1)",fiction
"Tender Is the Night (Paperback)",fiction
"The Complete Sherlock Holmes (Sherlock Holmes)",fiction
"An Abundance of Katherines (Hardcover)",fiction
"Prodigal Summer (Paperback)",fiction
"The Lost World (Jurassic Park #2)",fiction
"Her Fearful Symmetry (Hardcover)",fiction
"Song of Solomon (Paperback)",fiction
"The Bone Clocks (Hardcover)",fiction
"The Year of the Flood  (MaddAddam, #2)",fiction
"Speaker for the Dead (Ender's Saga, #2)",fiction
"Possession (Paperback)",fiction
"The Nest (Hardcover)",fiction
"The Crying of Lot 49 (Paperback)",fiction
"2001: A Space Odyssey (Space Odyssey, #1)",fiction
"Attachments (Hardcover)",fiction
"Storm Front (The Dresden Files, #1)",fiction
"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",fiction
"The Orphan Master's Son (Hardcover)",fiction
"A Fine Balance (Paperback)",fiction
"Truly Madly Guilty (Hardcover)",fiction
"Different Seasons (Mass Market Paperback)",fiction
"Artemis Fowl (Artemis Fowl, #1)",fiction
"The Phantom of the Opera (Paperback)",fiction
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",fiction
"The Eye of the World (The Wheel of Time, #1)",fiction
"The Nanny Diaries (Nanny, #1)",fiction
"Island of the Blue Dolphins (Kindle Edition)",fiction
"The Wind in the Willows (Paperback)",fiction
"World Without End (Kingsbridge, #2)",fiction
"Rules of Civility (Hardcover)",fiction
"White Fang (Paperback)",fiction
"Artemis (Hardcover)",fiction
"The Tiger's Wife (Hardcover)",fiction
"The Vampire Lestat (The Vampire Chronicles, #2)",fiction
"The Three-Body Problem (Remembrance of Earth’s Past #1)",fiction
"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",fiction
"Shantaram (Paperback)",fiction
"Lonesome Dove (Paperback)",fiction
"The Final Empire (Mistborn, #1)",fiction
"Stoner (Paperback)",fiction
"We Are All Completely Beside Ourselves (Hardcover)",fiction
"Shōgun (Asian Saga, #1)",fiction
"Congo (Paperback)",fiction
"The Interestings (Hardcover)",fiction
"Nine Stories (Paperback)",fiction
"After Dark (Hardcover)",fiction
"Survivor (Paperback)",fiction
"The Big Sleep (Philip Marlowe, #1)",fiction
"Peter Pan (Hardcover)",fiction
"Fifty Shades Darker (Fifty Shades, #2)",fiction
"The Sirens of Titan (Paperback)",fiction
"The Invisible Man (Paperback)",fiction
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",fiction
"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",fiction
"Where the Wild Things Are (Paperback)",fiction
"A Little Princess (Paperback)",fiction
"The Golem and the Jinni (The Golem and the Jinni, #1)",fiction
"The Sisters Brothers (Hardcover)",fiction
"Where the Crawdads Sing (ebook)",fiction
"The Immortalists (Hardcover)",fiction
"Empire Falls (Paperback)",fiction
"The Silver Linings Playbook (Paperback)",fiction
"Death of a Salesman (Hardcover)",fiction
"The Last Olympian (Percy Jackson and the Olympians, #5)",fiction
"Revolutionary Road (Paperback)",fiction
"Ethan Frome (Paperback)",fiction
"Naked Lunch (Paperback)",fiction
"Number the Stars (Mass Market Paperback)",fiction
"Wide Sargasso Sea (Paperback)",fiction
"The Pact (Paperback)",fiction
"Uglies (Uglies, #1)",fiction
"Trainspotting (Paperback)",fiction
"City of Thieves (Hardcover)",fiction
"The BFG (Paperback)",fiction
"After You (Me Before You, #2)",fiction
"The Once and Future King (The Once and Future King #1-4)",fiction
"The Alienist (Dr. Laszlo Kreizler, #1)",fiction
"The Hunchback of Notre-Dame (Paperback)",fiction
"The Runaway Jury (Paperback)",fiction
"The Woman in White (Paperback)",fiction
"My Name Is Lucy Barton (Hardcover)",fiction
"The Story of Edgar Sawtelle (Hardcover)",fiction
"One for the Money (Stephanie Plum, #1)",fiction
"Flowers in the Attic (Dollanganger, #1)",fiction
"This is Where I Leave You (Hardcover)",fiction
"Red Rising (Red Rising, #1)",fiction
"Fall of Giants (The Century Trilogy, #1)",fiction
"Fantastic Beasts and Where to Find Them (Hardcover)",fiction
"The Turn of the Screw (Paperback)",fiction
"The Woman in the Window (Kindle Edition)",fiction
"Sphere (Paperback)",fiction
"A Monster Calls (Paperback)",fiction
"This Is How You Lose Her (Hardcover)",fiction
"Lady Chatterley's Lover (Hardcover)",fiction
"The Woman in Cabin 10 (Hardcover)",fiction
"Othello (Paperback)",fiction
"Anne of Avonlea (Anne of Green Gables, #2)",fiction
"The Waste Lands (The Dark Tower, #3)",fiction
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",fiction
"Flight Behavior (Hardcover)",fiction
"Something Wicked This Way Comes (Mass Market Paperback)",fiction
"The Sympathizer (Hardcover)",fiction
"Chocolat (Chocolat, #1)",fiction
"Mother Night (Paperback)",fiction
"Far From the Madding Crowd (Paperback)",fiction
"The Red Badge of Courage (Paperback)",fiction
"Invisible Cities (Paperback)",fiction
"Bleak House (Paperback)",fiction
"On Beauty (Paperback)",fiction
"The Lowland (Hardcover)",fiction
"The Fifth Season (The Broken Earth, #1)",fiction
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Mass Market Paperback)",fiction
"Gravity's Rainbow (Paperback)",fiction
"The Bonfire of the Vanities (Paperback)",fiction
"Mr. Mercedes (Bill Hodges Trilogy, #1)",fiction
"Cat's Eye (Paperback)",fiction
"Journey to the Center of the Earth (Extraordinary Voyages, #3)",fiction
"Killing Floor (Jack Reacher, #1)",fiction
"Sputnik Sweetheart (Paperback)",fiction
"The Spy Who Came In from the Cold (Paperback)",fiction
"The Chosen (Paperback)",fiction
"Eldest (The Inheritance Cycle, #2)",fiction
"Alice in Wonderland (Hardcover)",fiction
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",fiction
"A Long Way Down (Hardcover)",fiction
"Vanity Fair (Paperback)",fiction
"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",fiction
"The House of Mirth (Paperback)",fiction
"Dirk Gently's Holistic Detective Agency (Dirk Gently #1)",fiction
"Voyager (Outlander, #3)",fiction
"The Luminaries (Hardcover)",fiction
"The Reptile Room (A Series of Unfortunate Events, #2)",fiction
"Tuck Everlasting (Paperback)",fiction
"Shutter Island (Mass Market Paperback)",fiction
"Howl's Moving Castle (Howl's Moving Castle, #1)",fiction
"Tinker, Tailor, Soldier, Spy (Paperback)",fiction
"Where the Heart Is (Paperback)",fiction
"A Darker Shade of Magic (Shades of Magic, #1)",fiction
"We (Paperback)",fiction
"The Dispossessed (Hainish Cycle #6)",fiction
"I Am the Messenger (Paperback)",fiction
"Veronika Decides to Die (Paperback)",fiction
"Geek Love (Paperback)",fiction
"The Buried Giant (Hardcover)",fiction
"A Passage to India (Paperback)",fiction
"Unaccustomed Earth (Hardcover)",fiction
"American Pastoral (The American Trilogy, #1)",fiction
"Native Son (Paperback)",fiction
"Where the Sidewalk Ends (Hardcover)",fiction
"The Signature of All Things (Hardcover)",fiction
"Fingersmith (ebook)",fiction
"Into the Water (Hardcover)",fiction
"Year of Wonders (Paperback)",fiction
"There There (Hardcover)",fiction
"Will Grayson, Will Grayson (Hardcover)",fiction
"The Prince of Tides (Paperback)",fiction
"Orlando (Paperback)",fiction
"A Wild Sheep Chase (The Rat, #3)",fiction
"Housekeeping (Paperback)",fiction
"The Maltese Falcon (Paperback)",fiction
"Brooklyn (Hardcover)",fiction
"Galápagos (Paperback)",fiction
"Fifty Shades Freed (Fifty Shades, #3)",fiction
"Tuesdays with Morrie (Paperback)",fiction
"The Angel's Game (El cementerio de los libros olvidados #2)",fiction
"Black Beauty (Paperback)",fiction
"On Chesil Beach (Hardcover)",fiction
"Notes from Underground (Paperback)",fiction
"A Heartbreaking Work of Staggering Genius (Paperback)",fiction
"The Lies of Locke Lamora (Gentleman Bastard, #1)",fiction
"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",fiction
"The Death of Ivan Ilych (Paperback)",fiction
"The Sellout (Hardcover)",fiction
"Tenth of December (Hardcover)",fiction
"Lullaby (Paperback)",fiction
"The Age of Miracles (Paperback)",fiction
"Living Dead in Dallas (Sookie Stackhouse, #2)",fiction
"A Connecticut Yankee in King Arthur's Court (Paperback)",fiction
"Wizard and Glass (The Dark Tower, #4)",fiction
"The Mysterious Affair at Styles (Hercule Poirot, #1)",fiction
"Peace Like a River (Paperback)",fiction
"Garden Spells (Waverley Family, #1)",fiction
"Wool Omnibus (Silo, #1)",fiction
"Hyperion (Hyperion Cantos, #1)",fiction
"Mort (Death, #1; Discworld, #4)",fiction
"The Little Paris Bookshop (Hardcover)",fiction
"The Divine Comedy (Hardcover)",fiction
"Ishmael (Kindle Edition)",fiction
"Doctor Sleep (The Shining, #2)",fiction
"Inferno (The Divine Comedy #1)",fiction
"Defending Jacob (Hardcover)",fiction
"A Canticle for Leibowitz (St. Leibowitz, #1)",fiction
"Prey (Mass Market Paperback)",fiction
"Flatland: A Romance of Many Dimensions (Paperback)",fiction
"The Particular Sadness of Lemon Cake (Hardcover)",fiction
"Call Me By Your Name (Call Me By Your Name, #1)",fiction
"Gathering Blue (Paperback)",fiction
"The Sign of Four (Sherlock Holmes, #2)",fiction
"Uprooted (Hardcover)",fiction
"The Witches (Paperback)",fiction
"The Quiet American (Paperback)",fiction
"Swamplandia! (Kindle Edition)",fiction
"The Wasp Factory (Paperback)",fiction
"North and South (Paperback)",fiction
"Matched (Matched, #1)",fiction
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",fiction
"Post Office (Kindle Edition)",fiction
"Chronicle of a Death Foretold (Paperback)",fiction
"The Complete Stories and Poems (Hardcover)",fiction
"Before the Fall (Kindle Edition)",fiction
"Less (Kindle Edition)",fiction
"The Kitchen House (Paperback)",fiction
"Cry, the Beloved Country (Hardcover)",fiction
"Out of the Silent Planet (The Space Trilogy, #1)",fiction
"Doctor Zhivago (Paperback)",fiction
"Career of Evil (Cormoran Strike, #3)",fiction
"Plain Truth (Hardcover)",fiction
"The Scorch Trials (The Maze Runner, #2)",fiction
"The Rainmaker (Paperback)",fiction
"The Scarlet Pimpernel (Kindle Edition)",fiction
"The Thousand Autumns of Jacob de Zoet (Hardcover)",fiction
"The Queen of the Damned (The Vampire Chronicles, #3)",fiction
"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",fiction
"City of Ashes (The Mortal Instruments, #2)",fiction
"From the Mixed-Up Files of Mrs. Basil E. Frankweiler (Paperback)",fiction
"Sula (Paperback)",fiction
"The Reluctant Fundamentalist (Kindle Edition)",fiction
"Before We Were Yours (Hardcover)",fiction
"The Bonesetter's Daughter (Paperback)",fiction
"Graceling (Graceling Realm, #1)",fiction
"Giovanni's Room (Paperback)",fiction
"The Wide Window (A Series of Unfortunate Events, #3)",fiction
"Inkheart (Inkworld, #1)",fiction
"Leviathan Wakes (The Expanse, #1)",fiction
"The End of the Affair (Paperback)",fiction
"The Westing Game (Paperback)",fiction
"V for Vendetta (Hardcover)",fiction
"The Miniaturist (Hardcover)",fiction
"Cujo (Paperback)",fiction
"Drums of Autumn (Outlander, #4)",fiction
"Till We Have Faces (Paperback)",fiction
"Green Eggs and Ham (Hardcover)",fiction
"Ella Enchanted (Ella Enchanted #1)",fiction
"Foundation and Empire (Foundation #2)",fiction
"A Dirty Job (Grim Reaper, #1)",fiction
"The Secret Keeper (Hardcover)",fiction
"Rabbit, Run (Kindle Edition)",fiction
"Purple Hibiscus (Paperback)",fiction
"The Storyteller (Hardcover)",fiction
"The Island of Doctor Moreau (Paperback)",fiction
"The Rosie Effect (Don Tillman, #2)",fiction
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",fiction
"The Dead Zone (Mass Market Paperback)",fiction
"Something Borrowed (Darcy & Rachel, #1)",fiction
"The Fall (Paperback)",fiction
"Pale Fire (Paperback)",fiction
"Darkly Dreaming Dexter (Dexter, #1)",fiction
"Code Name Verity (Code Name Verity, #1)",fiction
"Nausea (Hardcover)",fiction
"Tropic of Cancer (Paperback)",fiction
"House Rules (Hardcover)",fiction
"Waiting for Godot (Paperback)",fiction
"Eat, Pray, Love (Paperback)",fiction
"Paradise Lost (Paperback)",fiction
"Silas Marner (Paperback)",fiction
"Oranges are Not the Only Fruit (Paperback)",fiction
"All the King's Men (Paperback)",fiction
"Brisingr (The Inheritance Cycle, #3)",fiction
"Howards End (Paperback)",fiction
"Anne of the Island (Anne of Green Gables, #3)",fiction
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",fiction
"Starship Troopers (Mass Market Paperback)",fiction
"Club Dead (Sookie Stackhouse, #3)",fiction
"The Sparrow (The Sparrow, #1)",fiction
"Casino Royale (James Bond, #1)",fiction
"Swann's Way (In Search of Lost Time, #1)",fiction
"God Bless You, Mr. Rosewater (Kindle Edition)",fiction
"This Side of Paradise (Paperback)",fiction
"Hollow City (Miss Peregrine's Peculiar Children, #2)",fiction
"China Rich Girlfriend (Crazy Rich Asians, #2)",fiction
"The Plot Against America (Paperback)",fiction
"Bring Up the Bodies (Thomas Cromwell, #2)",fiction
"Equal Rites (Discworld, #3; Witches, #1)",fiction
"Less Than Zero (Paperback)",fiction
"Wolves of the Calla (The Dark Tower, #5)",fiction
"Saturday (Paperback)",fiction
"Patriot Games (Jack Ryan, #1; Jack Ryan Universe, #2)",fiction
"The Lost Hero (The Heroes of Olympus, #1)",fiction
"Balzac and the Little Chinese Seamstress (Paperback)",fiction
"The Invention of Hugo Cabret (Hardcover)",fiction
"Seveneves (Kindle Edition)",fiction
"Contact (Mass Market Paperback)",fiction
"Stargirl (Stargirl, #1)",fiction
"The Dharma Bums (Paperback)",fiction
"The Book of Lost Things (Hardcover)",fiction
"Burial Rites (Hardcover)",fiction
"Red Queen (Red Queen, #1)",fiction
"Are You There God? It's Me, Margaret (Hardcover)",fiction
"Dune Messiah (Dune Chronicles #2)",fiction
"The Light Fantastic (Discworld, #2; Rincewind #2)",fiction
"Haunted (Paperback)",fiction
"Dear John (Hardcover)",fiction
"Night Film (Paperback)",fiction
"Dead to the World (Sookie Stackhouse, #4)",fiction
"The Mermaid Chair (Paperback)",fiction
"Portnoy's Complaint (Paperback)",fiction
"Britt-Marie Was Here (Hardcover)",fiction
"The Imperfectionists (Hardcover)",fiction
"The Kitchen God's Wife (Paperback)",fiction
"The Bear and the Nightingale (Winternight Trilogy, #1)",fiction
"Daughter of Fortune (Paperback)",fiction
"Swing Time (Hardcover)",fiction
"Everything, Everything (Hardcover)",fiction
"The Power of One (The Power of One, #1)",fiction
"The Miserable Mill (A Series of Unfortunate Events, #4)",fiction
"Still Life with Woodpecker (Paperback)",fiction
"Childhood's End (Mass Market Paperback)",fiction
"The Selection (The Selection, #1)",fiction
"The Jane Austen Book Club (Paperback)",fiction
"The Girl in the Spider's Web (Millennium, #4)",fiction
"Practical Magic (Paperback)",fiction
"Parable of the Sower (Earthseed, #1)",fiction
"Midnight in the Garden of Good and Evil (Paperback)",fiction
"The New York Trilogy (Paperback)",fiction
"Dandelion Wine (Paperback)",fiction
"A Constellation of Vital Phenomena (Paperback)",fiction
"City of Glass (The Mortal Instruments, #3)",fiction
"Suite Française (Paperback)",fiction
"Eligible (The Austen Project, #4)",fiction
"Firestarter (Paperback)",fiction
"Shadow of Night (All Souls Trilogy, #2)",fiction
"House of Sand and Fog (Paperback)",fiction
"Of Human Bondage (Paperback)",fiction
"A Wind in the Door (Time Quintet, #2)",fiction
"Special Topics in Calamity Physics (Hardcover)",fiction
"The Way of Kings (The Stormlight Archive, #1)",fiction
"Fragile Things: Short Fictions and Wonders (Hardcover)",fiction
"The Lacuna (Hardcover)",fiction
"Needful Things (Paperback)",fiction
"Throne of Glass (Throne of Glass, #1)",fiction
"The Testament (Paperback)",fiction
"A Scanner Darkly (Paperback)",fiction
"King Lear (Mass Market Paperback)",fiction
"Guards! Guards! (Discworld, #8; City Watch #1)",fiction
"A Spool of Blue Thread (Hardcover)",fiction
"Austenland (Austenland, #1)",fiction
"Sophie's Choice (Paperback)",fiction
"The Pilgrim's Progress (Paperback)",fiction
"Song of Susannah (The Dark Tower, #6)",fiction
"The Moon is a Harsh Mistress (Paperback)",fiction
"The Paying Guests (Hardcover)",fiction
"Simon vs. the Homo Sapiens Agenda (Creekwood, #1)",fiction
"The Dark Tower (The Dark Tower, #7)",fiction
"Julius Caesar (Paperback)",fiction
"Plainsong (Plainsong, #1)",fiction
"Still Life (Chief Inspector Armand Gamache, #1)",fiction
"Second Foundation (Foundation #3)",fiction
"The Likeness (Dublin Murder Squad, #2)",fiction
"The Chamber (Paperback)",fiction
"Ender's Shadow (The Shadow Series, #1)",fiction
"Stories of Your Life and Others (ebook)",fiction
"Master and Commander (Aubrey & Maturin, #1)",fiction
"The Portrait of a Lady (Paperback)",fiction
"A Painted House (Paperback)",fiction
"The Valley of Horses (Earth's Children, #2)",fiction
"How to Be Good (Paperback)",fiction
"The Forever War (The Forever War, #1)",fiction
"Bird Box (Bird Box, #1)",fiction
"The Nix (Hardcover)",fiction
"The Uncommon Reader (Hardcover)",fiction
"The Girl Who Loved Tom Gordon (Paperback)",fiction
"The Alice Network (Paperback)",fiction
"Animal Dreams (Paperback)",fiction
"Can You Keep a Secret? (Paperback)",fiction
"Xenocide (Ender's Saga, #3)",fiction
"Trigger Warning: Short Fictions and Disturbances (Hardcover)",fiction
"True Grit (Paperback)",fiction
"Hannibal (Hannibal Lecter, #3)",fiction
"Light in August (Paperback)",fiction
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",fiction
"South of the Border, West of the Sun (Paperback)",fiction
"Our Souls at Night (Hardcover)",fiction
"Left Behind (Left Behind, #1)",fiction
"Diary (Paperback)",fiction
"The Pilot's Wife (Paperback)",fiction
"The City & the City (Hardcover)",fiction
"The Bridges of Madison County (Mass Market Paperback)",fiction
"Jitterbug Perfume (Paperback)",fiction
"Dead as a Doornail (Sookie Stackhouse, #5)",fiction
"In Cold Blood (Paperback)",fiction
"Christine (Paperback)",fiction
"The Death Cure (The Maze Runner, #3)",fiction
"The Robber Bride (Paperback)",fiction
"Old Man's War (Old Man's War, #1)",fiction
"The Story of a New Name (The Neapolitan Novels, #2)",fiction
"Six of Crows (Six of Crows, #1)",fiction
"Shanghai Girls (Shanghai Girls #1)",fiction
"A Thousand Acres (Paperback)",fiction
"The House at Riverton (Paperback)",fiction
"The Last of the Mohicans (The Leatherstocking Tales #2)",fiction
"The Beach (Paperback)",fiction
"The Moonstone (Paperback)",fiction
"I, Claudius (Claudius, #1)",fiction
"The Austere Academy (A Series of Unfortunate Events, #5)",fiction
"Angle of Repose (Paperback)",fiction
"The Neverending Story (Hardcover)",fiction
"2666 (Paperback)",fiction
"Assassin's Apprentice (Farseer Trilogy, #1)",fiction
"Sabriel (Abhorsen,  #1)",fiction
"Hard Times (Paperback)",fiction
"The Tenth Circle (Paperback)",fiction
"Odd Thomas (Odd Thomas, #1)",fiction
"Pigs in Heaven (Paperback)",fiction
"Legend (Legend, #1)",fiction
"The Power and the Glory (Paperback)",fiction
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",fiction
"Much Ado About Nothing (Paperback)",fiction
"Salvage the Bones (Hardcover)",fiction
"One Plus One (Paperback)",fiction
"Nine Perfect Strangers (Hardcover)",fiction
"Welcome to the Monkey House (Paperback)",fiction
"The Diamond Age: Or, A Young Lady's Illustrated Primer (Paperback)",fiction
"All the Ugly and Wonderful Things (Hardcover)",fiction
"Case Histories (Jackson Brodie #1)",fiction
"Joyland (Paperback)",fiction
"The Knife of Never Letting Go (Chaos Walking, #1)",fiction
"The Accidental Tourist (Paperback)",fiction
"Euphoria (Hardcover)",fiction
"The Illustrated Man (Paperback)",fiction
"The Tempest (Mass Market Paperback)",fiction
"Go Tell It on the Mountain (Paperback)",fiction
"MaddAddam (MaddAddam, #3)",fiction
"Behind Closed Doors (Hardcover)",fiction
"Let the Right One In (Hardcover)",fiction
"Jude the Obscure (Paperback)",fiction
"Leaving Time (Hardcover)",fiction
"Good in Bed (Cannie Shapiro, #1)",fiction
"I Am Legend and Other Stories (Paperback)",fiction
"Quidditch Through the Ages (Hardcover)",fiction
"The Cat in the Hat (Hardcover)",fiction
"Lost in a Good Book (Thursday Next, #2)",fiction
"Dead Souls (Paperback)",fiction
